,Player,Mat,Inns,Ov,Runs,Wkts,Avg,Econ,SR,4w,5w,year,Seasons
49,Arshdeep Singh,65,65,226.7,2052,76,28.936666666666667,9.226666666666667,19.025000000000002,2,1,2024,6
50,Ashish Nehra,75,75,267.0,2149,87,24.3925,8.175,17.94625,1,0,2017,8
51,Ashish Reddy,31,19,40.0,364,17,24.8725,9.370000000000001,15.7075,0,0,2016,4
52,Ashley Noffke,1,1,4.0,40,1,40.0,10.0,24.0,0,0,2008,1
53,Ashok Dinda,76,73,246.0,2009,68,41.06777777777778,8.334444444444443,27.615555555555556,1,0,2017,9
54,Ashok Menaria,28,12,18.0,144,3,41.75,7.48,32.5,0,0,2012,2
55,Asif K M,4,4,14.0,138,3,46.0,9.85,28.0,0,0,2023,1
56,Avesh Khan,61,60,214.9,1902,74,29.81833333333333,8.651666666666666,20.448333333333334,1,0,2024,6
57,Axar Patel,150,148,516.0,3758,123,35.32545454545454,7.368181818181818,28.519999999999996,1,0,2024,11
58,Ayush Badoni,13,2,2.0,11,2,5.5,5.5,6.0,0,0,2022,1
59,Azhar Mahmood,22,22,86.0,659,29,22.75,7.615,17.905,0,0,2013,2
60,Azmatullah Omarzai,7,7,21.0,186,4,46.5,8.85,31.5,0,0,2024,1
61,Balachandra Akhil,13,11,28.0,214,6,43.5,7.5,34.25,0,0,2009,2
62,Barinder Sran,20,20,71.0,642,18,43.375,9.370000000000001,27.105,0,0,2018,2
63,Basil Thampi,22,22,74.0,736,22,34.435,10.425,19.939999999999998,0,0,2022,4
64,Ben Cutting,21,17,46.0,429,10,56.2,9.6,35.28,0,0,2019,5
65,Ben Hilfenhaus,17,17,62.0,479,22,23.695,7.8149999999999995,17.785,0,0,2014,2
66,Ben Laughlin,9,9,28.0,282,10,47.22,10.09,28.0,0,0,2018,2
67,Ben Stokes,42,36,113.0,962,28,43.175,9.21,27.895,0,0,2020,4
68,Beuran Hendricks,7,7,25.0,235,9,26.65,9.440000000000001,16.8,0,0,2015,2
69,Bhargav Bhatt,17,15,49.0,397,12,41.81333333333333,7.62,32.68333333333333,1,0,2013,3
70,Bhuvneshwar Kumar,176,176,650.1,4929,181,30.88,7.444285714285714,24.615714285714287,2,2,2024,14
71,Billy Stanlake,6,6,24.0,200,7,30.5,8.434999999999999,21.6,0,0,2018,2
72,Bipul Sharma,28,25,63.0,493,17,28.636666666666667,7.47,22.776666666666667,0,0,2017,6
73,Brad Hodge,42,19,38.0,300,17,18.875,8.4375,13.39,1,0,2012,4
74,Brad Hogg,20,20,73.0,539,23,25.599999999999998,7.579999999999999,19.866666666666667,1,0,2016,3
75,Brett Geeves,2,2,8.0,91,1,91.0,11.37,48.0,0,0,2008,1
76,Brett Lee,34,34,131.0,946,25,36.402,7.0040000000000004,30.594,0,0,2013,5
77,Cameron Green,29,29,73.1,664,16,45.23,9.055,29.55,0,0,2024,2
78,Cameron White,13,2,2.0,16,1,16.0,8.0,12.0,0,0,2013,1
79,Carlos Brathwaite,14,14,39.0,346,13,37.406666666666666,9.46,22.683333333333337,0,0,2018,3
80,Chaminda Vaas,13,13,47.0,355,18,20.73,7.899999999999999,15.686666666666667,0,0,2010,3
81,Charl Langeveldt,7,7,26.0,187,13,13.133333333333335,6.46,11.466666666666667,0,0,2011,3
82,Chetan Sakariya,19,19,71.0,599,20,29.36,8.979999999999999,20.093333333333334,0,0,2023,3
83,Chetanya Nanda,3,3,8.0,57,2,28.5,7.12,24.0,0,0,2009,1
84,Chris Gayle,54,33,85.0,643,18,51.465999999999994,8.042,40.4,0,0,2016,5
85,Chris Jordan,32,32,105.5,1030,29,45.544,9.628,27.354000000000003,1,0,2023,5
86,Chris Morris,81,81,286.0,2295,95,26.21,8.18,19.009999999999998,4,0,2021,8
87,Chris Woakes,21,21,73.0,658,30,20.95,8.86,14.156666666666666,0,0,2021,3
88,Clint McKay,2,2,7.0,60,1,60.0,8.57,42.0,0,0,2012,1
89,Colin de Grandhomme,21,16,31.0,264,6,49.125,8.515,34.5,0,0,2018,2
90,Corey Anderson,30,22,49.0,518,11,44.832499999999996,10.4,26.4975,0,0,2018,4
91,D'Arcy Short,7,2,3.0,19,1,19.0,6.33,18.0,0,0,2018,1
92,Dale Steyn,94,94,359.0,2491,97,38.674,7.537000000000001,28.041000000000004,0,0,2020,10
93,Dan Christian,47,47,140.0,1137,38,30.404000000000003,8.312000000000001,21.942,0,0,2021,5
94,Daniel Sams,13,13,48.0,409,14,33.730000000000004,7.65,27.689999999999998,1,0,2022,2
95,Daniel Vettori,27,27,105.0,698,21,37.1525,6.952500000000001,31.7075,0,0,2012,4
96,Darren Sammy,20,17,36.0,325,11,36.665,9.365,22.375,1,0,2014,2
97,Darshan Nalkande,6,6,13.6,148,6,29.5,10.573333333333332,16.386666666666667,0,0,2024,3
98,Daryl Mitchell,13,2,6.0,70,1,70.0,11.66,36.0,0,0,2024,1
99,David Hussey,42,14,28.0,269,8,35.75,10.7675,20.875,0,0,2014,4
100,David Wiese,14,13,42.0,353,16,22.06,8.33,15.87,1,0,2015,1
101,David Willey,11,11,36.0,272,6,51.5,7.68,42.0,0,0,2023,3
102,Deepak Chahar,79,79,272.3,2180,77,36.02142857142857,8.371428571428572,25.07428571428571,2,0,2024,7
103,Deepak Hooda,79,27,54.0,468,10,52.38833333333333,9.368333333333334,35.5,0,0,2022,6
104,Dewald Brevis,7,1,0.3,8,1,8.0,16.0,3.0,0,0,2022,1
105,Dhawal Kulkarni,90,90,290.0,2404,86,33.401666666666664,8.431666666666667,23.265,1,0,2019,12
106,Dilhara Fernando,10,10,39.0,298,17,17.855,7.63,14.14,1,0,2010,2
107,Dillon du Preez,2,2,7.0,56,4,14.0,8.0,10.5,0,0,2009,1
108,Dimitri Mascarenhas,12,12,47.0,331,19,16.9375,7.1875,14.26,0,1,2012,4
109,Dinesh Salunkhe,6,5,8.0,78,1,78.0,9.95,47.0,0,0,2008,1
110,Dirk Nannes,16,16,58.0,413,13,29.0,7.41,23.723333333333333,0,0,2013,3
111,Doddapaneni Kalyankrishna,3,3,8.0,87,2,43.5,10.87,24.0,0,0,2008,1
112,Dominic Thornely,6,4,7.0,40,3,13.33,5.71,14.0,0,0,2008,1
113,Domnic Joseph,6,6,14.0,101,4,25.25,7.21,21.0,0,0,2015,1
114,Doug Bollinger,27,27,96.0,693,37,18.74,7.463333333333334,15.193333333333333,1,0,2012,3
115,Doug Bracewell,1,1,4.0,32,3,10.66,8.0,8.0,0,0,2012,1
116,Duan Jansen,1,1,4.0,53,1,53.0,13.25,24.0,0,0,2023,1
117,Dushmantha Chameera,12,12,44.0,384,9,42.66,8.72,29.33,0,0,2022,1
118,Dwaine Pretorius,6,6,21.0,210,6,35.0,10.0,21.0,0,0,2022,1
119,Dwaraka Ravi Teja,7,1,2.0,19,1,19.0,9.5,12.0,0,0,2008,1
120,Dwayne Bravo,160,158,516.2,4359,183,27.308461538461536,8.342307692307692,19.472307692307695,2,0,2022,13
121,Dwayne Smith,91,46,90.0,810,26,43.05222222222223,9.195555555555556,28.188888888888886,1,0,2017,9
122,Fabian Allen,5,4,15.0,136,2,68.0,9.84,45.0,0,0,2022,2
123,Fazalhaq Farooqi,7,7,25.2,227,6,42.125,8.965,28.0,0,0,2023,2
124,Gajendra Singh,4,4,14.0,141,3,47.0,10.07,28.0,0,0,2008,1
125,George Garton,5,5,15.0,135,3,45.0,9.0,30.0,0,0,2021,1
126,Gerald Coetzee,10,10,33.3,341,13,26.23,10.17,15.46,1,0,2024,1
127,Glenn Maxwell,120,70,146.2,1200,37,42.840999999999994,8.434000000000001,28.413999999999998,0,0,2024,10
128,Glenn McGrath,14,14,54.0,357,12,29.75,6.61,27.0,1,0,2008,1
129,Glenn Phillips,8,4,5.0,40,2,20.0,8.33,15.0,0,0,2023,2
130,Graham Napier,1,1,4.0,27,1,27.0,6.75,24.0,0,0,2009,1
131,Gurinder Sandhu,3,2,8.0,82,1,82.0,10.25,48.0,0,0,2015,1
132,Gurkeerat Mann Singh,12,6,13.0,97,5,18.75,7.54,15.0,0,0,2016,2
133,Hanuma Vihari,17,5,6.0,38,1,38.0,6.33,36.0,0,0,2013,1
134,Harbhajan Singh,160,157,562.0,3967,150,29.531666666666666,7.165833333333333,24.7375,1,1,2019,12
135,Hardik Pandya,111,93,234.3,2150,64,56.305,9.11875,35.7825,0,0,2024,8
136,Hardus Viljoen,6,6,23.0,222,7,31.71,9.65,19.71,0,0,2019,1
137,Harmeet Singh,1,1,4.0,34,1,34.0,8.5,24.0,0,0,2013,1
138,Harmeet Singh Bansal,27,26,84.0,674,25,29.762,7.914,22.118000000000002,0,0,2013,5
139,Harpreet Brar,38,36,104.1,806,25,32.95,7.7875,25.57,1,0,2024,4
140,Harry Gurney,8,8,27.0,238,7,34.0,8.81,23.14,0,0,2019,1
141,Harshal Patel,105,103,359.3,3149,135,36.82083333333333,9.213333333333333,23.345,2,1,2024,12
142,Harshit Rana,21,19,64.1,581,25,33.516666666666666,9.306666666666667,21.236666666666668,0,0,2024,3
143,Hrithik Shokeen,13,13,34.0,314,5,62.915,9.15,41.5,0,0,2023,2
144,Imran Tahir,59,59,218.0,1703,82,27.49125,7.52375,22.055,3,0,2021,8
145,Iqbal Abdulla,47,46,148.0,1070,40,33.83428571428571,7.821428571428571,26.77,0,0,2017,7
146,Irfan Pathan,98,97,329.0,2562,80,36.215714285714284,7.839999999999999,27.684285714285714,0,0,2014,7
147,Ish Sodhi,8,8,30.0,202,9,21.875,7.6,19.175,0,0,2019,2
148,Ishan Porel,1,1,4.0,39,1,39.0,9.75,24.0,0,0,2021,1
149,Ishant Sharma,103,103,364.0,2969,93,47.884166666666665,8.586666666666666,32.1275,0,1,2024,12
150,Ishwar Pandey,25,24,77.0,591,18,41.089999999999996,9.086666666666668,27.633333333333336,0,0,2015,3
151,Isuru Udana,10,10,29.0,282,8,35.25,9.72,21.75,0,0,2020,1
152,JM Kemp,5,5,7.0,54,3,18.0,7.36,14.66,0,0,2010,1
153,JP Duminy,77,47,109.0,798,23,46.17857142857143,7.308571428571428,36.857142857142854,1,0,2016,7
154,Jacob Oram,17,12,33.0,314,9,36.086666666666666,11.296666666666667,20.866666666666667,0,0,2011,3
155,Jacques Kallis,98,89,290.0,2293,65,42.207142857142856,7.927142857142857,31.262857142857143,0,0,2014,7
156,Jagadeesha Suchith,19,18,61.0,505,19,22.566666666666666,7.803333333333334,16.94,0,0,2022,3
157,James Faulkner,60,60,204.0,1778,59,38.01285714285715,8.437142857142858,25.15142857142857,0,2,2017,7
158,James Franklin,20,15,25.0,220,9,26.58,8.895,17.665,0,0,2012,2
159,James Hopes,21,20,60.0,548,14,39.135000000000005,9.175,25.71,0,0,2011,2
160,James Pattinson,10,10,35.0,320,11,29.09,9.01,19.36,0,0,2020,1
161,Jaskaran Singh,6,6,14.0,139,6,23.16,9.92,14.0,0,0,2010,1
162,Jason Behrendorff,17,17,61.0,552,19,30.32,8.945,20.4,0,0,2023,2
163,Jason Holder,46,46,165.6,1461,53,43.07,9.061428571428571,28.78,1,0,2023,7
164,Jasprit Bumrah,133,133,506.7,3714,165,28.55272727272727,7.852727272727273,21.33090909090909,2,2,2024,11
165,Javon Searles,4,3,7.0,89,2,44.5,12.71,21.0,0,0,2018,1
166,Jayant Yadav,17,17,55.0,377,8,47.0,6.481999999999999,41.4,0,0,2021,5
167,Jaydev Unadkat,99,98,337.1,2986,99,33.875454545454545,8.850909090909092,22.64090909090909,0,2,2024,11
168,Jeevan Mendis,3,2,5.0,36,1,36.0,7.2,30.0,0,0,2013,1
169,Jesse Ryder,29,16,39.0,303,8,45.94333333333333,8.15,33.0,0,0,2012,3
170,Jhye Richardson,3,3,11.0,117,3,39.0,10.63,22.0,0,0,2021,1
171,Jimmy Neesham,12,12,33.0,305,8,59.4,9.1,36.6,0,0,2021,3
172,Jofra Archer,40,40,157.0,1171,48,40.34,7.7924999999999995,28.919999999999998,0,0,2023,4
173,Joginder Sharma,15,14,39.0,385,12,34.29,9.646666666666667,21.166666666666668,0,0,2010,3
174,Johan Botha,34,34,115.0,800,25,38.92,6.934,32.436,0,0,2015,5
175,Johan van der Wath,3,3,12.0,129,3,43.0,10.75,24.0,0,0,2011,1
176,John Hastings,3,3,9.0,66,3,23.75,7.605,19.0,0,0,2016,2
177,Josh Hazlewood,27,27,100.3,810,35,33.7025,7.8275,27.759999999999998,1,0,2023,4
178,Josh Little,11,11,38.0,339,11,26.625,9.945,17.57,1,0,2024,2
179,Juan Theron,10,10,36.0,293,9,34.72,8.68,24.0,0,0,2015,3
180,KC Cariappa,10,10,34.0,314,8,37.583333333333336,10.603333333333333,22.833333333333332,0,0,2017,3
181,KM Asif,3,3,8.0,93,4,21.5,10.4,12.5,0,0,2021,2
182,KP Appanna,14,13,36.0,286,9,39.72,7.743333333333333,31.666666666666668,1,0,2012,3
183,Kagiso Rabada,80,80,302.0,2570,117,25.615714285714287,8.641428571428571,17.61,6,0,2024,7
184,Kamlesh Nagarkoti,10,9,26.0,231,5,46.2,8.88,31.2,0,0,2020,1
185,Kamran Khan,8,8,23.0,177,9,19.16,7.92,14.83,0,0,2010,2
186,Kane Richardson,15,15,56.0,472,19,30.45,8.879999999999999,20.875,0,0,2021,4
187,Karanveer Singh,9,9,34.0,321,12,85.95,9.705,47.45,1,0,2015,2
188,Karn Sharma,78,77,231.3,1916,76,26.938888888888886,8.883333333333333,18.314444444444447,2,0,2024,9
189,Kartik Tyagi,19,19,66.1,662,15,60.6925,10.809999999999999,32.86,0,0,2023,4
190,Keemo Paul,8,8,27.0,237,9,26.33,8.72,18.11,0,0,2019,1
191,Keshav Maharaj,2,2,6.0,39,2,19.5,6.5,18.0,0,0,2024,1
192,Kevin Pietersen,13,10,23.0,162,7,23.455,7.115,19.75,0,0,2010,2
193,Kevon Cooper,25,25,96.0,757,33,24.843333333333334,7.666666666666667,19.483333333333334,1,0,2014,3
194,Khaleel Ahmed,56,56,209.1,1843,74,28.406666666666666,8.75,19.495,0,0,2024,6
195,Kieron Pollard,134,102,239.0,2069,69,41.57555555555555,8.711111111111112,27.10666666666667,1,0,2022,9
196,Krishmar Santokie,2,2,8.0,90,3,30.0,11.25,16.0,0,0,2014,1
197,Krishnappa Gowtham,35,34,96.0,779,21,67.498,8.443999999999999,47.242000000000004,0,0,2023,5
198,Krunal Pandya,127,117,353.0,2606,76,37.58888888888889,7.381111111111112,30.22222222222222,0,0,2024,9
199,Kuldeep Sen,10,10,37.1,359,14,24.975,9.785,15.435,1,0,2024,2
200,Kuldeep Yadav,84,82,290.4,2390,87,39.06125,8.195,28.9775,4,0,2024,8
201,Kuldip Yadav,2,2,7.0,68,2,34.0,9.71,21.0,0,0,2023,1
202,Kulwant Khejroliya,7,7,20.2,218,5,44.166666666666664,11.343333333333334,25.166666666666668,0,0,2023,3
203,Kumar Kartikeya Singh,12,12,39.0,329,10,32.9,8.285,23.4,0,0,2023,2
204,Kwena Maphaka,2,2,6.0,89,1,89.0,14.83,36.0,0,0,2024,1
205,Kyle Abbott,5,5,16.0,177,2,88.5,11.06,48.0,0,0,2016,1
206,Kyle Jamieson,9,9,28.0,269,9,29.88,9.6,18.66,0,0,2021,1
207,Lakshmipathy Balaji,73,73,251.0,2028,76,26.978571428571428,8.044285714285715,20.014285714285712,3,1,2014,7
208,Lalit Yadav,25,17,45.0,369,10,40.583333333333336,8.203333333333333,29.0,0,0,2023,3
209,Lasith Malinga,122,122,470.0,3366,170,21.038888888888888,7.206666666666667,17.252222222222223,6,1,2019,9
210,Laxmi Ratan Shukla,47,27,52.0,447,15,34.38666666666666,8.086666666666666,25.0,0,0,2014,6
211,Lendl Simmons,8,1,3.0,34,1,34.0,11.33,18.0,0,0,2014,1
212,Liam Livingstone,30,21,42.0,380,11,36.22,9.733333333333333,22.666666666666668,0,0,2024,3
213,Liam Plunkett,7,7,25.0,225,4,56.25,9.0,37.5,0,0,2018,1
214,Lizaad Williams,2,2,6.0,72,1,72.0,12.0,36.0,0,0,2024,1
215,Lockie Ferguson,45,45,158.8,1426,46,46.32857142857143,9.274285714285714,28.071428571428573,1,0,2024,7
216,Love Ablish,2,2,4.0,36,3,12.0,9.0,8.0,0,0,2010,1
217,Luke Wood,2,2,6.0,93,1,93.0,15.5,36.0,0,0,2024,1
218,Luke Wright,6,5,10.0,100,2,50.0,10.16,29.5,0,0,2013,1
219,Lukman Meriwala,1,1,3.0,32,1,32.0,10.66,18.0,0,0,2021,1
220,Lungi Ngidi ,14,14,54.0,448,25,19.243333333333336,8.946666666666667,13.08,1,0,2021,3
221,M Siddharth,3,3,9.0,71,1,71.0,7.88,54.0,0,0,2024,1
222,MF Maharoof,17,17,60.0,455,23,21.175,7.745,16.2,0,0,2010,2
223,Maheesh Theekshana,27,27,104.0,797,25,43.126666666666665,7.55,34.74,1,0,2024,3
224,Mahipal Lomror,4,4,7.0,47,1,47.0,6.71,42.0,0,0,2021,1
225,Makhaya Ntini,9,9,35.0,242,7,34.57,6.91,30.0,1,0,2008,1
226,Mandeep Singh,16,1,3.0,23,1,23.0,7.66,18.0,0,0,2012,1
227,Manpreet Gony,43,43,146.0,1255,37,46.544999999999995,9.365,29.17833333333333,0,0,2013,6
228,Marchant de Lange,4,4,14.0,139,5,25.83,9.35,16.0,0,0,2014,2
229,Marco Jansen,21,21,75.0,715,20,54.335,9.71,30.405,0,0,2024,4
230,Marcus Stoinis,96,62,131.5,1274,43,38.14,9.77888888888889,23.604444444444443,1,0,2024,9
231,Mark Wood,4,4,16.0,130,11,11.81,8.12,8.72,0,1,2023,1
232,Marlon Samuels,10,9,32.0,250,9,30.5,8.015,22.75,0,0,2013,2
233,Matheesha Pathirana,20,20,74.7,592,34,19.506666666666664,7.760000000000001,15.093333333333334,1,0,2024,3
234,Matt Henry,6,6,17.0,181,2,90.5,11.68,51.0,0,0,2024,2
235,Mayank Dagar,8,8,22.5,203,2,101.5,8.84,68.5,0,0,2024,2
236,Mayank Markande,36,36,117.0,1043,37,39.58,9.198,26.22,2,0,2024,5
237,Mayank Yadav,4,4,12.1,85,7,12.14,6.98,10.42,0,0,2024,1
238,Michael Bracewell,5,5,11.0,95,6,15.83,8.63,11.0,0,0,2023,1
239,Michael Clarke,6,5,11.0,67,2,33.5,6.09,33.0,0,0,2012,1
240,Mitchell Johnson,54,54,205.0,1702,61,43.949999999999996,8.631666666666666,28.650000000000002,0,0,2018,6
241,Mitchell Marsh,41,33,92.1,789,37,34.00714285714286,8.56857142857143,21.184285714285714,2,0,2024,7
242,Mitchell McClenaghan,56,56,212.0,1803,71,28.96,8.388,20.934,1,0,2019,5
243,Mitchell Santner,18,18,61.0,422,15,28.3,6.996,24.3,0,0,2024,5
244,Mitchell Starc,41,39,137.5,1137,51,23.123333333333335,8.286666666666667,16.886666666666667,2,0,2024,3
245,Moeen Ali,67,52,125.5,893,35,29.46142857142857,7.408571428571428,23.694285714285712,1,0,2024,7
246,Mohammad Asif,8,8,32.0,296,8,37.0,9.25,24.0,0,0,2008,1
247,Mohammad Hafeez,8,2,5.0,24,1,24.0,4.8,30.0,0,0,2008,1
248,Mohammad Nabi,23,22,65.2,494,15,39.55,8.18,29.174,1,0,2024,5
249,Mohammad Shami,110,110,403.0,3412,127,38.761,8.725,26.276999999999997,2,0,2023,10
250,Mohammed Siraj,93,93,326.0,2823,93,32.05875,8.7425,21.85625,2,0,2024,8
251,Mohit Sharma,112,111,373.1,3256,132,29.719,9.077,19.234,3,1,2024,10
252,Mohsin Khan,23,23,81.0,689,27,29.409999999999997,8.93,18.98,1,0,2024,3
253,Moises Henriques,62,60,158.0,1289,42,55.88875,8.12625,36.53375,0,0,2021,8
254,Morne Morkel,66,66,257.0,1983,77,28.641666666666666,7.743333333333333,21.89,1,0,2016,6
255,Mujeeb Ur Rahman,17,17,64.0,509,19,32.93333333333333,8.096666666666666,22.570000000000004,0,0,2021,3
256,Mukesh Choudhary,13,13,45.3,424,16,26.5,9.31,17.06,1,0,2022,1
257,Mukesh Kumar,20,20,66.3,694,24,34.105000000000004,10.434999999999999,19.545,0,0,2024,2
258,Munaf Patel,63,63,225.0,1698,74,32.54,7.902857142857143,24.014285714285712,2,1,2017,7
259,Murali Kartik,56,55,191.0,1388,31,67.96285714285715,7.861428571428571,51.332857142857144,0,0,2014,7
260,Murugan Ashwin,42,42,140.0,1109,35,41.485,7.941666666666666,30.575,0,0,2022,6
261,Musavir Khote,4,2,5.0,51,2,25.5,10.2,15.0,0,0,2008,1
262,Mustafizur Rahman,56,56,213.2,1728,61,36.82666666666667,8.638333333333334,24.668333333333333,1,0,2024,6
263,Muttiah Muralitharan,66,66,254.0,1696,63,37.92142857142857,6.912857142857143,31.892857142857142,0,0,2014,7
264,Nandre Burger,6,5,17.0,145,7,20.71,8.52,14.57,0,0,2024,1
265,Nathan Coulter-Nile,38,37,139.0,1052,48,25.205714285714286,7.351428571428571,20.381428571428575,2,0,2021,7
266,Nathan Ellis,16,16,60.0,516,18,41.6,8.06,31.3825,1,0,2024,4
267,Nathu Singh,2,2,4.0,15,1,15.0,3.75,24.0,0,0,2017,1
268,Navdeep Saini,30,30,105.0,922,23,36.9775,10.2225,23.96,0,0,2023,4
269,Naveen-Ul-Haq,10,10,36.3,372,14,26.57,10.19,15.64,0,0,2024,1
270,Naveen-ul-Haq,8,7,28.0,219,11,19.9,7.82,15.27,1,0,2023,1
271,Nayan Doshi,4,4,9.0,79,2,39.5,7.935,28.0,0,0,2011,2
272,Nitish Kumar Reddy,13,7,13.1,153,3,51.0,11.62,26.33,0,0,2024,1
273,Nitish Rana,43,17,22.5,191,10,20.0,8.206666666666667,14.303333333333333,0,0,2023,3
274,Noor Ahmad,23,23,81.6,659,24,29.655,8.07,21.9,0,0,2024,2
275,Nuwan Kulasekara,6,5,17.0,120,5,24.75,7.6850000000000005,19.5,0,0,2012,2
276,Nuwan Thushara,7,7,26.0,257,8,32.12,9.88,19.5,0,0,2024,1
277,Nuwan Zoysa,3,3,11.0,99,2,49.5,9.0,33.0,0,0,2008,1
278,Obed McCoy,7,7,25.5,237,11,21.54,9.17,14.09,0,0,2022,1
279,Odean Smith,6,6,15.0,178,6,29.66,11.86,15.0,1,0,2022,1
280,Oshane Thomas,4,4,10.0,79,5,15.8,7.9,12.0,0,0,2019,1
281,P Parameswaran,5,5,15.0,137,4,34.25,8.74,23.5,0,0,2011,1
282,PM Sarvesh Kumar,2,2,5.0,42,1,42.0,8.4,30.0,0,0,2008,1
283,Paidikalva Vijaykumar,9,9,25.0,199,4,49.75,7.85,38.0,0,0,2008,1
284,Palani Amarnath,6,6,22.0,236,7,33.71,10.72,18.85,0,0,2008,1
285,Pankaj Singh,11,11,36.0,316,11,32.42666666666667,9.163333333333332,21.0,0,0,2012,3
286,Parveez Rasool,11,11,33.0,271,4,67.75,7.557500000000001,49.5,0,0,2016,4
287,Parvinder Awana,33,33,124.0,1029,39,28.113333333333333,8.65,19.44,1,0,2014,3
